id,projectCode,title,agency,ministry,category,state,approvalDate,startDate,targetDoC,revisedDoC,originalCostCr,revisedCostCr,spentCr,physicalProgress,financialProgress,costOverrunCr,costOverrunPct,delayMonths,riskScore,trustScore,status,statusLabel,divergenceGap
490,701657,Tumakuru Node - Phase 1 - Roads and Services Development,NICDC,Department for Promotion of Industry & Internal Trade,Real Estate,Karnataka,12/2020,02/2023,09/2026,09/2027,1701.81,1701.81,337.56,27.12,19.84,0.0,0.0,12,10,90,delayed,Watchlist (Amber),7.28
491,701668,Development of Palakkad Node under extension of CBIC to Kochi,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Kerala,08/2024,10/2025,04/2029,04/2029,3805.0,3805.0,57.93,5.3,1.52,0.0,0.0,0,0,99,on-track,On Track (Green),3.78
492,701662,IMC Rajpura - Patiala Development Project,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Punjab,08/2024,03/2026,09/2028,09/2028,1367.72,1367.72,0.0,3.4,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),3.4
493,603210,Development of Jodhpur Pali Marwar Industrial Area JPMIA in Rajasthan,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Rajasthan,08/2024,01/2026,07/2028,07/2028,921.66,921.66,0.0,6.32,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),6.32
494,601812,Development of Zaheerabad Node under Hyderabad Nagpur Industrial Corridor,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Telangana,08/2024,02/2026,02/2029,02/2029,2360.0,2360.0,42.89,4.87,1.82,0.0,0.0,0,0,99,on-track,On Track (Green),3.05
495,707419,IMC at Prayagraj,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Uttar Pradesh,08/2024,04/2026,06/2027,06/2027,658.0,658.0,75.63,27.79,11.49,0.0,0.0,0,0,99,on-track,On Track (Green),16.3
496,701661,Development of IMC Khurpia Farms under AKIC Project,National Industrial Corridor Development Corporation,Department for Promotion of Industry & Internal Trade,Real Estate,Uttarakhand,08/2024,03/2026,09/2028,09/2028,1265.37,1265.37,0.0,3.23,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),3.23
497,615202,Capacity expansion of Deposit-14 and 14 NMZ at Kirandul,National Mineral Development Corporation Limited [NMDC],Ministry of Steel,Metals & Mining,Chhattisgarh,08/2021,07/2022,12/2028,03/2028,1700.0,1756.2,292.01,23.09,16.63,56.2,3.31,0,10,90,delayed,Watchlist (Amber),6.46
498,505491,Installation of 140 TPH Walking Beam type Reheating Furnace in Plate Mill at BSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Chhattisgarh,02/2026,03/2026,03/2028,03/2028,268.36,268.36,0.0,0.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.0
499,617243,Replacement of Hot Leveller No.1 of Plate Mill at Bhilai Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Chhattisgarh,07/2024,08/2024,07/2026,07/2026,198.62,198.62,129.25,82.79,65.07,0.0,0.0,0,0,99,on-track,On Track (Green),17.72
500,617255,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of Secondary Emission at Bhilai Steel Plant",Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Chhattisgarh,10/2023,12/2023,06/2026,09/2026,471.83,471.83,266.11,74.3,56.4,0.0,0.0,3,10,90,delayed,Watchlist (Amber),17.9
501,617256,Rebuilding of Coke Oven Battery No.7 & 8 at Bhilai Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Chhattisgarh,11/2023,01/2024,10/2025,09/2026,884.1,884.1,693.83,94.73,78.48,0.0,0.0,11,10,90,delayed,Watchlist (Amber),16.25
502,706811,NMDC Slurry Pipeline Project Phase-1,National Mineral Development Corporation Limited [NMDC],Ministry of Steel,Steel,Chhattisgarh,11/2015,09/2020,06/2023,08/2026,2907.0,5427.0,3649.08,95.8,67.24,2520.0,86.69,38,80,20,critical,High Risk (Critical),28.56
503,709826,SCREENING PLANT-III AT KIRANDUL,National Mineral Development Corporation Limited [NMDC],Ministry of Steel,Steel,Chhattisgarh,01/2009,10/2021,01/2026,07/2027,2718.84,3062.39,1754.7,83.42,57.3,343.55,12.64,18,50,50,critical,High Risk (Critical),26.12
504,944288,Super accelerated cooling system (Uniform Cooling) for high strength plates in Plate Mill at BSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Chhattisgarh,06/2025,06/2025,12/2026,12/2026,192.21,192.21,63.8,48.01,33.19,0.0,0.0,0,0,99,on-track,On Track (Green),14.82
505,400174,"New Sinter Plant at BSL, SAIL",Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,03/2015,10/2015,10/2027,06/2027,1034.01,1752.3,1028.11,64.26,58.67,718.29,69.47,0,40,60,critical,High Risk (Critical),5.59
506,617249,Replacement of existing Grinders in CRM-I & II at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,01/2025,02/2025,01/2027,01/2027,211.94,211.94,60.6,62.05,28.59,0.0,0.0,0,0,99,on-track,On Track (Green),33.46
507,617250,Secondary Emission Control in Converters of SMS-II at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,01/2025,02/2025,10/2026,04/2027,207.13,207.13,103.47,55.91,49.95,0.0,0.0,6,10,90,delayed,Watchlist (Amber),5.96
508,617254,Replacement of remaining 04 sets of Battery Cyclones with 04 Nos. of ESPs in Sinter Plant-1 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,03/2024,04/2024,06/2026,04/2027,260.37,260.37,127.53,53.15,48.98,0.0,0.0,10,10,90,delayed,Watchlist (Amber),4.17
509,617257,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,Jharkhand,11/2023,12/2023,11/2026,11/2027,627.31,627.31,347.42,68.07,55.38,0.0,0.0,12,10,90,delayed,Watchlist (Amber),12.69
510,400121,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",National Mineral Development Corporation Limited [NMDC],Ministry of Steel,Steel,Karnataka,11/2014,06/2024,08/2026,08/2026,1043.63,1043.63,649.52,70.33,62.24,0.0,0.0,0,0,99,on-track,On Track (Green),8.09
511,478482,Stamp Charge Battery No.7 Coke Dry Cooling Plant at RSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Odisha,02/2026,02/2026,08/2028,08/2028,1064.55,1064.55,73.91,0.0,6.94,0.0,0.0,0,0,99,on-track,On Track (Green),-6.94
512,589703,Implementation of Treatment System-2 Under ZLD at RSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Odisha,02/2025,03/2025,09/2026,09/2026,216.02,216.02,134.29,89.83,62.17,0.0,0.0,0,0,99,on-track,On Track (Green),27.66
513,635651,"New Product Testing Laboratory for NPM, SPP & NHSM at RSP",Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Odisha,06/2025,07/2025,08/2027,08/2027,155.26,155.26,56.24,71.75,36.22,0.0,0.0,0,0,99,on-track,On Track (Green),35.53
514,738679,Stamp Charge Battery No.7 Battery Proper at RSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Odisha,09/2024,10/2024,03/2028,03/2028,2584.41,2584.41,1182.92,54.16,45.77,0.0,0.0,0,0,99,on-track,On Track (Green),8.39
515,834015,Stamp Charge Battery No.12 By-product Plant at RSP,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,Odisha,09/2024,10/2024,03/2028,03/2028,1140.07,1140.07,207.56,22.59,18.21,0.0,0.0,0,0,99,on-track,On Track (Green),4.38
516,364934,Stamp Charge Battery No.12 By-product Plant at IISCO Steel Plant,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,West Bengal,01/2025,02/2025,07/2028,07/2028,999.46,999.46,70.37,18.72,7.04,0.0,0.0,0,0,99,on-track,On Track (Green),11.68
517,425828,Stamp Charge Battery No.12 Coke Dry Cooling Plant at IISCO Steel Plant,Steel Authority of India Limited (SAIL),Ministry of Steel,Steel,West Bengal,01/2025,02/2025,07/2028,07/2028,706.51,706.51,132.26,11.87,18.72,0.0,0.0,0,0,99,on-track,On Track (Green),-6.85
518,612781,Rebuilding of COB 4 at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,09/2023,09/2023,09/2027,09/2027,916.78,916.78,244.78,37.19,26.7,0.0,0.0,0,0,99,on-track,On Track (Green),10.49
519,617242,Installation of New Bar Mill at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,07/2024,08/2024,06/2027,06/2027,2115.44,2115.44,935.57,67.5,44.23,0.0,0.0,0,0,99,on-track,On Track (Green),23.27
520,617246,Up-gradation of Blast Furnace No. 3 at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,09/2024,10/2024,10/2027,10/2027,758.09,758.09,316.01,62.17,41.69,0.0,0.0,0,0,99,on-track,On Track (Green),20.48
521,617248,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,11/2024,12/2024,07/2026,11/2026,227.96,227.96,111.44,74.55,48.89,0.0,0.0,4,10,90,delayed,Watchlist (Amber),25.66
522,617251,Revamping of Air Pollution Control Systems of SP-1 at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,07/2024,12/2024,05/2026,12/2026,196.4,196.4,65.74,34.58,33.47,0.0,0.0,7,10,90,delayed,Watchlist (Amber),1.11
523,617338,Stamp Charge Battery No.12 Battery Proper at IISCO Steel Plant,Steel Authority of India Limited [SAIL],Ministry of Steel,Steel,West Bengal,01/2025,02/2025,07/2028,07/2028,2518.39,2518.39,472.41,27.66,18.76,0.0,0.0,0,0,99,on-track,On Track (Green),8.9
524,400298,Nadikude-Srikalahasti 308.7 km,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,03/2012,08/2015,05/2027,03/2028,2312.0,5906.03,2535.68,2.0,42.93,3594.03,155.45,10,70,30,critical,High Risk (Critical),-40.93
525,611752,Doubling between Gooty-Pendakallu 29.225 km PB73/2023-24/NR,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,03/2023,11/2024,03/2027,03/2027,351.83,351.83,149.34,0.0,42.45,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-42.45
526,611754,South Central Railway - Rail road over double line between Guntakal West-Mallapa Gate 9.64 km PB34/CR/2023-24,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,07/2023,01/2025,07/2026,07/2026,293.3,293.3,91.42,0.0,31.17,0.0,0.0,0,20,80,delayed,Watchlist (Amber),-31.17
527,611927,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,WPO/Patna,Ministry of Railways,Railways,Andhra Pradesh,01/2014,10/2017,12/2023,12/2023,560.72,560.72,276.66,65.0,49.34,0.0,0.0,0,0,99,on-track,On Track (Green),15.66
528,612827,Flyover between Pendurthi-Simhachalam North to avoid surface crossing at Simhachalam 7.135 km PB73/2023-24/NR,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,04/2023,06/2024,04/2027,04/2027,183.65,183.65,25.44,21.0,13.85,0.0,0.0,0,0,99,on-track,On Track (Green),7.15
529,616697,3rd & 4 th line Vadlapudi-Gate Jn. incl. tie line between Gangavaram Port- Visakhapatnam Steel Plant12.04 km PB73/2023-24/NR,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,04/2023,03/2024,06/2026,06/2026,154.28,154.28,89.67,87.0,58.12,0.0,0.0,0,0,99,on-track,On Track (Green),28.88
530,617216,South Central Railway- 3rd line between Gudur-Renigunta stations 83.17 km PB34/CR/2023-24,CAO/C/SCoR SCoR mor,Ministry of Railways,Railways,Andhra Pradesh,10/2024,10/2024,03/2027,03/2027,877.34,877.34,53.46,0.0,6.09,0.0,0.0,0,0,99,on-track,On Track (Green),-6.09
531,705253,Kurnool Coach Midlife Rehabilitation Project,South Central Railway [SCR] - II,Ministry of Railways,Railways,Andhra Pradesh,05/2016,07/2014,12/2020,12/2026,563.0,560.72,959.27,75.01,171.08,-2.28,-0.4,72,60,40,critical,High Risk (Critical),-96.07
532,616701,Lumding-Furkating section 140 km Umbrella work PB57/2019-20/NR,CAO/C-1/NFR NFR mor,Ministry of Railways,Railways,Assam,02/2024,04/2025,02/2028,02/2028,2123.7,2123.7,200.23,1.0,9.43,0.0,0.0,0,0,99,on-track,On Track (Green),-8.43
533,705572,New Bongaigaon - Goalpara - Guwahati Kamakhya 176 km,CAO/C-III/NFR NFR mor,Ministry of Railways,Railways,Assam,09/2016,06/2017,03/2026,03/2026,4060.0,4983.94,3821.96,91.0,76.69,923.94,22.76,0,25,75,delayed,Watchlist (Amber),14.31
534,400254,Sakri-Hasanpur 79 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,12/2023,04/2019,12/2024,03/2027,735.2,802.45,615.69,80.0,76.73,67.25,9.15,27,35,65,critical,High Risk (Critical),3.27
535,617231,East Central Railway - Construction of Bulb line at Nabinagar Ankorah 17.49Km PB45/ECoR/2024-25.,CAO/Con/South/MHX ECR mor,Ministry of Railways,Railways,Bihar,06/2024,07/2026,06/2028,06/2028,611.74,611.74,0.0,0.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.0
536,617239,Narkatiaganj-Raxaul-Sitamarhi-Darbhanga & Sitamarhi-Muzaffarpur Sections doubling 256 km Umbrella work PB57/2019-20/NR,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,11/2024,05/2026,11/2029,03/2030,4079.95,4079.96,18.9,0.0,0.46,0.01,0.0,4,10,90,delayed,Watchlist (Amber),-0.46
537,705366,Hajipur-Sagauli via Vaishali 148.3 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,10/2007,12/2008,03/2020,06/2027,2067.0,3991.33,2843.39,74.0,71.24,1924.33,93.1,87,80,20,critical,High Risk (Critical),2.76
538,705368,Araria-Supaul 92 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,08/2009,09/2020,03/2024,01/2027,1605.0,2621.05,2140.8,40.0,81.68,1016.05,63.31,34,85,15,critical,High Risk (Critical),-41.68
539,705373,Fatuah-Islampur incl. material modification for extension of new line from Neora to Daniawan Daniawan to Biharsharif Biharsharif to Barbigha Barbigha to Sheikhpura,CAO/Con/South/MHX ECR mor,Ministry of Railways,Railways,Bihar,08/2002,02/2000,03/2023,08/2025,1473.0,3259.35,3041.78,95.0,93.32,1786.35,121.27,29,65,35,critical,High Risk (Critical),1.68
540,705450,Jogbani-Biratnagar New Rail Line project,Indian Railway Construction International Limited [IRCON],Ministry of Railways,Railways,Bihar,06/2010,01/2011,03/2022,12/2026,402.0,486.0,369.48,86.5,76.02,84.0,20.9,57,65,35,critical,High Risk (Critical),10.48
541,705526,Samastipur-Darbhanga 38 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,11/2015,02/2017,03/2025,10/2025,519.0,973.56,746.81,92.0,76.71,454.56,87.58,7,50,50,critical,High Risk (Critical),15.29
542,705527,Sagauli - Valmikinagar 109.7 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,03/2018,02/2018,12/2025,12/2025,1216.0,1558.77,1460.42,91.0,93.69,342.77,28.19,0,25,75,critical,High Risk (Critical),-2.69
543,705528,Muzaffarpur - Sagauli 100.6 km,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,03/2018,03/2019,06/2024,06/2026,1586.0,1744.84,1554.88,99.0,89.11,158.84,10.02,24,50,50,critical,High Risk (Critical),9.89
544,706759,Rampur Dumra-Tal-Rajendrapul - Addl bridge and doubling 14 km,CGM/CIVIL ECR mor,Ministry of Railways,Railways,Bihar,03/2016,04/2017,12/2024,12/2025,2373.64,2535.13,2028.18,95.0,80.0,161.49,6.8,12,20,80,delayed,Watchlist (Amber),15.0
545,706860,Barauni-Bachwara 16 km - 3rd & 4th line incl Barauni yard remodelling 32 km Umbrella work PB57/2019-20/NR,CAO/Con/North/MHX ECR mor,Ministry of Railways,Railways,Bihar,10/2022,02/2025,08/2025,10/2026,645.0,485.58,228.43,38.0,47.04,-159.42,-24.72,14,25,75,delayed,Watchlist (Amber),-9.04
546,900874,Jhajha - Batia 20 km Umbrella work PB23/2018-19/NR,CAO/Con/South/MHX ECR mor,Ministry of Railways,Railways,Bihar,02/2019,04/2026,03/2028,01/2030,588.18,588.18,26.52,0.0,4.51,0.0,0.0,22,25,75,delayed,Watchlist (Amber),-4.51
547,400220,Kharsia-Dharamjaygarh with Spur line [East Corridor-Phase 1],Indian Railway Construction International Limited [IRCON],Ministry of Railways,Railways,Chhattisgarh,03/2016,01/2014,09/2018,12/2026,3055.0,3798.06,2790.19,95.15,73.46,743.06,24.32,99,65,35,critical,High Risk (Critical),21.69
548,400291,Kirandul-Jagdalpur 150 km,CAO/C/ECOR ECoR mor,Ministry of Railways,Railways,Chhattisgarh,02/2013,04/2013,03/2020,04/2027,1589.0,1798.0,1369.01,89.0,76.14,209.0,13.15,85,65,35,critical,High Risk (Critical),12.86
549,602792,Gauge Conversion of Kendri-Dhamtari including Abhanpur - Rajim Branch line 67.20 Kms - 2nd Material Modification to Raipur Titlagarh doubling.,SECR,Ministry of Railways,Railways,Chhattisgarh,07/2011,05/2021,02/2025,06/2026,1171.0,1171.0,448.77,100.0,38.32,0.0,0.0,16,25,75,delayed,Watchlist (Amber),61.68
550,612815,Nipania-Bhatapra 14.4 km 4th line PB72/NR/2022-23,CAOC/SECR SECR mor,Ministry of Railways,Railways,Chhattisgarh,12/2022,03/2023,03/2027,03/2027,170.49,170.49,12.12,3.0,7.11,0.0,0.0,0,0,99,on-track,On Track (Green),-4.11
551,705433,Dallirajhra- Rowghat New Railway Line - Phase I [95 km],Rail Vikas Nigam Limited,Ministry of Railways,Railways,Chhattisgarh,07/2009,12/2009,09/2025,12/2025,1628.0,1628.0,1440.85,82.0,88.5,0.0,0.0,3,10,90,delayed,Watchlist (Amber),-6.5
552,705444,Gevra Road-Pendra Road New Railway Line [135 km],Indian Railway Construction International Limited [IRCON],Ministry of Railways,Railways,Chhattisgarh,04/2014,04/2014,03/2022,12/2026,4970.0,7448.52,5327.55,83.36,71.52,2478.52,49.87,57,80,20,critical,High Risk (Critical),11.84
553,706854,Boridand-Ambikapur 118.81 km Umbrella work PB57/2019-20/NR,CAOC/SECR SECR mor,Ministry of Railways,Railways,Chhattisgarh,06/2022,03/2024,06/2030,06/2030,1376.0,1576.72,499.37,38.0,31.67,200.72,14.59,0,25,75,delayed,Watchlist (Amber),6.33
554,709818,4th line - Rajnandgaon-Dongarhgarh 31.2 km PB72/NR/2022-23,CAOC/SECR SECR mor,Ministry of Railways,Railways,Chhattisgarh,09/2022,10/2024,01/2027,01/2027,328.34,328.34,98.21,5.0,29.91,0.0,0.0,0,10,90,on-track,On Track (Green),-24.91
555,709819,3rd & 4th line - Saragbundia & Madwarani 12.2 km PB72/NR/2022-23,CAOC/SECR SECR mor,Ministry of Railways,Railways,Chhattisgarh,09/2022,03/2023,12/2026,12/2026,167.64,167.64,28.44,10.0,16.96,0.0,0.0,0,0,99,on-track,On Track (Green),-6.96
556,705583,Anand Vihar-Tilak Bridge - 3rd & 4th line 9.77 km,CAOC/NR NR mor,Ministry of Railways,Railways,Delhi,06/2012,04/2014,03/2023,12/2027,667.0,701.88,393.68,23.0,56.09,34.88,5.23,57,70,30,critical,High Risk (Critical),-33.09
557,706865,Chandorgaon-Cansaulim rail flyover 16 km Umbrella work PB57/2019-20/NR,CAOC/SWR SWR mor,Ministry of Railways,Railways,Goa,01/2022,01/2022,03/2031,03/2031,1892.0,1892.0,0.0,0.0,0.0,0.0,0.0,0,0,99,on-track,On Track (Green),0.0
558,611918,Kosamba- Umarpada 69.70 Km PB32/WR/2023-24,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,07/2023,01/2024,03/2027,03/2027,468.0,468.0,146.38,31.0,31.28,0.0,0.0,0,0,99,on-track,On Track (Green),-0.28
559,611943,New BG line between Naliya - Jakhau Port 24.88 Km,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,02/2023,11/2025,01/2028,02/2028,410.26,410.26,11.86,5.0,2.89,0.0,0.0,1,10,90,delayed,Watchlist (Amber),2.11
560,611945,Petlad-Bhadran 22.5 km,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,05/2022,05/2024,05/2030,05/2030,307.11,307.12,114.73,32.0,37.36,0.01,0.0,0,0,99,on-track,On Track (Green),-5.36
561,611970,Samlaya-Timba Road 53.53 km,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,02/2023,05/2024,03/2030,03/2030,670.17,670.17,195.1,25.0,29.11,0.0,0.0,0,0,99,on-track,On Track (Green),-4.11
562,611971,Samni-Jambusar 24.08 km,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,05/2022,04/2024,03/2030,03/2030,350.0,349.93,188.23,40.0,53.79,-0.07,-0.02,0,10,90,on-track,On Track (Green),-13.79
563,611974,Western Railway- Samakhiali-Gandhidham Quadrupiling 53 km PB34/CR/2023-24,CAOCWR WR mor,Ministry of Railways,Railways,Gujarat,08/2023,04/2024,12/2026,12/2027,1430.0,1430.0,748.46,50.0,52.34,0.0,0.0,12,10,90,delayed,Watchlist (Amber),-2.34
